host,service,pid,target,message,hour,minute,second,day_of_week,day,month,time_delta
171056740,sshd,6038,1,Failed password for admin from 220.135.151.1 port 45722,16,8,35,2,28,2,275969.0
171056740,sshd,6015,1,Failed password for root from 220.135.151.1 port 34233,16,8,47,2,28,2,275981.0
171056740,sshd,6027,1,Failed password for user123 from 220.135.151.1 port 48517,16,9,14,2,28,2,276008.0
171056740,sshd,6037,1,Failed password for root from 220.135.151.1 port 41474,16,9,16,2,28,2,276010.0
171056740,sshd,6022,1,Failed password for root from 220.135.151.1 port 59186,16,9,17,2,28,2,276011.0
171056740,sshd,6020,1,Failed password for guest from 220.135.151.1 port 37246,16,9,18,2,28,2,276012.0
171056740,sshd,6040,1,Failed password for test from 220.135.151.1 port 35759,16,9,22,2,28,2,276016.0
171056740,sshd,4811,0,Accepted publickey for ci-cd from 10.0.0.50,16,27,39,2,28,2,277113.0
3439435287861071516,systemd,7364,0,Started Log rotation,16,38,39,2,28,2,277773.0
171056740,sudo,1791,0,ci-cd : TTY=pts/0 ; COMMAND=git pull,16,55,11,2,28,2,278765.0
-5853922760334480549,systemd,9856,0,Started Log rotation,16,57,48,2,28,2,278922.0
3439435287861071516,sshd,2035,0,Accepted publickey for admin from 172.16.0.25,17,5,26,2,28,2,279380.0
172823800,service,3112,0,Started cron service,17,7,58,2,28,2,279532.0
171056740,systemd,9360,0,Started Daily backup,17,15,37,2,28,2,279991.0
3439435287861071516,vsftpd,5627,0,"Connection from 192.168.1.100, user web_upload, command LIST",17,15,44,2,28,2,279998.0
172823800,sudo,5186,0,developer : TTY=pts/2 ; COMMAND=docker ps,17,18,35,2,28,2,280169.0
-5853922760334480549,cron,6503,0,Started System maintenance,17,28,15,2,28,2,280749.0
172823800,systemd,1574,0,Started System maintenance,17,31,26,2,28,2,280940.0
172823800,sshd,1559,0,Failed password for ubuntu from 192.168.1.100 port 30371,17,46,43,2,28,2,281857.0
172823800,sshd,4728,0,Accepted publickey for deploy from 10.0.0.50,18,1,17,2,28,2,282731.0
171056740,sshd,2284,0,Accepted publickey for backup from 192.168.1.100,18,22,49,2,28,2,284023.0
171056740,cron,2848,0,Started Daily backup,19,16,6,2,28,2,287220.0
3439435287861071516,systemd,7483,0,Started System maintenance,19,24,51,2,28,2,287745.0
3439435287861071516,sudo,3281,0,backup : TTY=pts/1 ; COMMAND=cd /var/www,19,26,28,2,28,2,287842.0
171056740,systemd,7875,0,Started System maintenance,19,26,39,2,28,2,287853.0
-5853922760334480549,sudo,6003,0,ubuntu : TTY=pts/2 ; COMMAND=apt update,19,43,25,2,28,2,288859.0
-5853922760334480549,sudo,1507,0,backup : TTY=pts/2 ; COMMAND=git pull,20,1,11,2,28,2,289925.0
171056740,cron,8763,0,Started Daily backup,20,23,18,2,28,2,291252.0
-5853922760334480549,sshd,9159,0,Accepted publickey for developer from 85.245.107.41,20,32,22,2,28,2,291796.0
3439435287861071516,sudo,4315,0,ubuntu : TTY=pts/2 ; COMMAND=cd /var/www,20,53,41,2,28,2,293075.0
-5853922760334480549,systemd,7191,0,Started System maintenance,21,1,2,2,28,2,293516.0
-5853922760334480549,sshd,4574,0,Accepted publickey for ci-cd from 85.245.107.41,21,5,51,2,28,2,293805.0
-5853922760334480549,cron,4880,0,Started System maintenance,21,47,6,2,28,2,296280.0
-5853922760334480549,sudo,9068,0,deploy : TTY=pts/1 ; COMMAND=cat /var/log/syslog,21,48,23,2,28,2,296357.0
-5853922760334480549,systemd,8554,0,Started System maintenance,21,57,55,2,28,2,296929.0
3439435287861071516,service,5361,0,Started mysql service,21,58,40,2,28,2,296974.0
172823800,systemd,2986,0,Started System maintenance,22,0,40,2,28,2,297094.0
3439435287861071516,sudo,3884,0,ci-cd : TTY=pts/1 ; COMMAND=cd /var/www,22,8,33,2,28,2,297567.0
171056740,sshd,4193,0,Accepted publickey for developer from 192.168.1.100,22,12,48,2,28,2,297822.0
-5853922760334480549,systemd,6339,0,Started Daily backup,22,13,54,2,28,2,297888.0
172823800,sudo,9197,0,ubuntu : TTY=pts/0 ; COMMAND=docker ps,22,23,43,2,28,2,298477.0
3439435287861071516,cron,1163,0,Started System maintenance,22,26,0,2,28,2,298614.0
171056740,sshd,1945,0,Accepted publickey for ubuntu from 172.16.0.25,22,27,30,2,28,2,298704.0
172823800,sshd,5900,0,Accepted publickey for ci-cd from 172.16.0.25,22,36,9,2,28,2,299223.0
3439435287861071516,systemd,4587,0,Started System maintenance,22,40,17,2,28,2,299471.0
-5853922760334480549,sudo,6063,0,developer : TTY=pts/0 ; COMMAND=docker ps,22,46,28,2,28,2,299842.0
172823800,sudo,1085,0,developer : TTY=pts/2 ; COMMAND=ls -la,22,49,14,2,28,2,300008.0
-5853922760334480549,pure-ftpd,8300,0,"Connection from 172.16.0.25, user backup, command LIST",23,0,52,2,28,2,300706.0
3439435287861071516,cron,1874,0,Started Daily backup,23,5,10,2,28,2,300964.0
171056740,cron,1006,0,Started System maintenance,23,25,18,2,28,2,302172.0
171056740,service,1361,0,Started nginx service,23,36,45,2,28,2,302859.0
-5853922760334480549,service,2632,0,Started docker service,23,57,59,2,28,2,304133.0
172823800,sshd,3390,0,Accepted publickey for admin from 172.16.0.25,0,1,49,3,1,3,304363.0
171056740,systemd,2766,0,Started Log rotation,0,3,12,3,1,3,304446.0
171056740,cron,5438,0,Started Log rotation,0,4,38,3,1,3,304532.0
171056740,systemd,8145,0,Started System maintenance,0,26,57,3,1,3,305871.0
-5853922760334480549,cron,4322,0,Started Log rotation,0,32,14,3,1,3,306188.0
-5853922760334480549,systemd,3178,0,Started System maintenance,0,46,48,3,1,3,307062.0
172823800,sshd,3957,0,Accepted publickey for backup from 192.168.1.100,0,52,56,3,1,3,307430.0
171056740,sshd,8456,0,Accepted publickey for admin from 172.16.0.25,1,23,49,3,1,3,309283.0
3439435287861071516,sudo,9002,0,developer : TTY=pts/2 ; COMMAND=cd /var/www,1,34,54,3,1,3,309948.0
-5853922760334480549,sudo,3078,0,admin : TTY=pts/0 ; COMMAND=systemctl restart nginx,1,51,1,3,1,3,310915.0
-5853922760334480549,systemd,3661,0,Started Daily backup,1,53,8,3,1,3,311042.0
3439435287861071516,sudo,9666,1,backup : TTY=pts/1 ; COMMAND=/usr/bin/sudo -l,1,54,32,3,1,3,311126.0
171056740,nginx,9568,1,"61.177.172.1 - - [27/Mar/2025:11:28:18] ""GET /wp-admin.php HTTP/1.1"" 404",1,55,23,3,1,3,311177.0
3439435287861071516,bash,6624,1,grep -r 'password' /etc/,1,55,28,3,1,3,311182.0
171056740,apache2,7900,1,"61.177.172.1 - - [27/Mar/2025:11:28:18] ""POST /api/v1/login HTTP/1.1"" 404",1,55,45,3,1,3,311199.0
171056740,nginx,7215,1,"61.177.172.1 - - [27/Mar/2025:11:28:18] ""POST /api/v1/login HTTP/1.1"" 404",1,56,12,3,1,3,311226.0
171056740,nginx,7850,1,"61.177.172.1 - - [27/Mar/2025:11:28:18] ""POST /api/v1/login HTTP/1.1"" 404",1,56,14,3,1,3,311228.0
172823800,systemd,1439,0,Started Log rotation,2,24,36,3,1,3,312930.0
171056740,sshd,5204,0,Accepted publickey for developer from 192.168.1.100,2,26,12,3,1,3,313026.0
3439435287861071516,sudo,9347,0,backup : TTY=pts/2 ; COMMAND=/usr/bin/sudo -l,2,34,49,3,1,3,313543.0
3439435287861071516,cron,6000,0,Started System maintenance,2,39,22,3,1,3,313816.0
3439435287861071516,service,9772,0,Started cron service,2,39,56,3,1,3,313850.0
-5853922760334480549,sshd,3969,0,Accepted publickey for admin from 172.16.0.25,2,48,23,3,1,3,314357.0
3439435287861071516,cron,7397,0,Started Log rotation,3,0,43,3,1,3,315097.0
172823800,systemd,7471,0,Started System maintenance,3,33,1,3,1,3,317035.0
171056740,systemd,5388,0,Started Log rotation,3,39,35,3,1,3,317429.0
3439435287861071516,sshd,7856,0,Accepted publickey for developer from 85.245.107.41,3,44,58,3,1,3,317752.0
171056740,cron,7446,0,Started System maintenance,4,0,5,3,1,3,318659.0
3439435287861071516,sshd,6148,0,Accepted publickey for ubuntu from 192.168.1.100,4,22,13,3,1,3,319987.0
172823800,sshd,6695,0,Accepted publickey for ci-cd from 10.0.0.50,4,34,28,3,1,3,320722.0
171056740,sudo,6247,0,backup : TTY=pts/0 ; COMMAND=docker ps,4,39,30,3,1,3,321024.0
3439435287861071516,vsftpd,7305,0,"Connection from 10.0.0.50, user ftp_user, command CWD /uploads",4,43,41,3,1,3,321275.0
3439435287861071516,sshd,1521,0,Accepted publickey for backup from 10.0.0.50,4,47,16,3,1,3,321490.0
172823800,vsftpd,9549,0,"Connection from 192.168.1.100, user ftp_user, command LIST",4,52,37,3,1,3,321811.0
171056740,cron,3265,0,Started Log rotation,4,56,40,3,1,3,322054.0
171056740,service,7227,0,Started mysql service,5,0,51,3,1,3,322305.0
3439435287861071516,sshd,6231,0,Accepted publickey for developer from 172.16.0.25,5,2,23,3,1,3,322397.0
172823800,sshd,5214,0,Accepted publickey for ubuntu from 192.168.1.100,5,13,26,3,1,3,323060.0
171056740,systemd,6735,0,Started System maintenance,5,34,17,3,1,3,324311.0
3439435287861071516,cron,5107,0,Started System maintenance,5,42,3,3,1,3,324777.0
-5853922760334480549,systemd,8259,0,Started System maintenance,5,47,2,3,1,3,325076.0
3439435287861071516,sudo,2333,0,developer : TTY=pts/2 ; COMMAND=apt update,5,49,7,3,1,3,325201.0
172823800,cron,1408,0,Started Log rotation,6,1,11,3,1,3,325925.0
172823800,service,4964,0,Started nginx service,6,6,46,3,1,3,326260.0
171056740,sudo,3163,0,ci-cd : TTY=pts/2 ; COMMAND=cat /var/log/syslog,6,19,33,3,1,3,327027.0
171056740,systemd,3441,0,Started System maintenance,6,20,13,3,1,3,327067.0
172823800,cron,3961,0,Started System maintenance,6,22,56,3,1,3,327230.0
3439435287861071516,sudo,2920,0,admin : TTY=pts/1 ; COMMAND=cd /var/www,6,33,23,3,1,3,327857.0
3439435287861071516,sudo,3840,0,admin : TTY=pts/2 ; COMMAND=systemctl restart nginx,6,42,54,3,1,3,328428.0
172823800,systemd,8646,0,Started Log rotation,6,43,45,3,1,3,328479.0
172823800,service,8228,0,Started docker service,6,43,48,3,1,3,328482.0
172823800,sudo,3401,0,developer : TTY=pts/2 ; COMMAND=/usr/bin/sudo -l,6,47,28,3,1,3,328702.0
3439435287861071516,cron,5254,0,Started Daily backup,6,50,43,3,1,3,328897.0
-5853922760334480549,service,7966,0,Started cron service,7,4,31,3,1,3,329725.0
3439435287861071516,vsftpd,6816,0,"Connection from 192.168.1.100, user web_upload, command STOR backup.zip",7,10,39,3,1,3,330093.0
171056740,service,3114,0,Started mysql service,7,12,17,3,1,3,330191.0
-5853922760334480549,sshd,9998,0,Accepted publickey for ubuntu from 85.245.107.41,7,12,53,3,1,3,330227.0
3439435287861071516,systemd,8974,0,Started Log rotation,7,22,21,3,1,3,330795.0
172823800,service,5083,0,Started docker service,7,27,52,3,1,3,331126.0
171056740,cron,1019,0,Started System maintenance,7,29,33,3,1,3,331227.0
-5853922760334480549,service,3313,0,Started redis service,7,37,11,3,1,3,331685.0
3439435287861071516,sudo,8507,0,backup : TTY=pts/1 ; COMMAND=apt update,7,41,38,3,1,3,331952.0
172823800,sudo,3303,0,developer : TTY=pts/0 ; COMMAND=/usr/bin/sudo -l,8,3,39,3,1,3,333273.0
-5853922760334480549,sudo,8028,0,ci-cd : TTY=pts/0 ; COMMAND=ls -la,8,37,35,3,1,3,335309.0
-5853922760334480549,sudo,9926,0,ubuntu : TTY=pts/1 ; COMMAND=systemctl restart nginx,8,43,15,3,1,3,335649.0
3439435287861071516,service,6051,0,Started postgres service,8,43,34,3,1,3,335668.0
3439435287861071516,systemd,1441,0,Started System maintenance,8,44,22,3,1,3,335716.0
-5853922760334480549,sshd,2137,0,Accepted publickey for ubuntu from 192.168.1.100,9,2,47,3,1,3,336821.0
3439435287861071516,vsftpd,2259,0,"Connection from 10.0.0.50, user web_upload, command STOR backup.zip",9,8,13,3,1,3,337147.0
172823800,service,3544,0,Started nginx service,9,44,14,3,1,3,339308.0
172823800,pure-ftpd,3122,0,"Connection from 172.16.0.25, user ftp_user, command CWD /uploads",10,14,46,3,1,3,341140.0
3439435287861071516,cron,5322,0,Started Daily backup,10,15,10,3,1,3,341164.0
171056740,sshd,1568,0,Accepted publickey for backup from 192.168.1.100,10,16,5,3,1,3,341219.0
172823800,systemd,7438,0,Started System maintenance,10,30,19,3,1,3,342073.0
172823800,service,6619,0,Started docker service,10,32,13,3,1,3,342187.0
-5853922760334480549,sshd,5413,0,Accepted publickey for backup from 172.16.0.25,10,44,56,3,1,3,342950.0
171056740,sshd,8934,1,Invalid user guest from 61.177.172.1,11,1,2,3,1,3,343916.0
171056740,sshd,8938,1,Invalid user guest from 61.177.172.1,11,1,3,3,1,3,343917.0
171056740,sshd,8935,1,Invalid user guest from 61.177.172.1,11,1,3,3,1,3,343917.0
171056740,sshd,8936,1,Invalid user guest from 61.177.172.1,11,1,4,3,1,3,343918.0
171056740,sshd,8937,1,Invalid user guest from 61.177.172.1,11,1,14,3,1,3,343928.0
171056740,sshd,8952,1,Failed password for admin from 61.177.172.1 port 48856,11,1,19,3,1,3,343933.0
171056740,sshd,8953,1,Failed password for admin from 61.177.172.1 port 37348,11,1,21,3,1,3,343935.0
171056740,sshd,8955,1,Failed password for test from 61.177.172.1 port 51152,11,1,34,3,1,3,343948.0
171056740,sshd,8943,1,Failed password for test from 61.177.172.1 port 49250,11,1,49,3,1,3,343963.0
171056740,sshd,5061,0,Accepted publickey for ubuntu from 85.245.107.41,11,2,8,3,1,3,343982.0
171056740,sshd,8948,1,Failed password for root from 61.177.172.1 port 51439,11,2,26,3,1,3,344000.0
171056740,sshd,8939,1,Failed password for admin from 61.177.172.1 port 40579,11,2,34,3,1,3,344008.0
171056740,sshd,8951,1,Failed password for root from 61.177.172.1 port 47902,11,3,8,3,1,3,344042.0
171056740,sshd,8942,1,Failed password for user123 from 61.177.172.1 port 30383,11,3,8,3,1,3,344042.0
171056740,sshd,8950,1,Failed password for admin from 61.177.172.1 port 54856,11,3,10,3,1,3,344044.0
171056740,sshd,8940,1,Failed password for admin from 61.177.172.1 port 51161,11,3,10,3,1,3,344044.0
171056740,sshd,8944,1,Failed password for guest from 61.177.172.1 port 37544,11,3,50,3,1,3,344084.0
171056740,sshd,8949,1,Failed password for guest from 61.177.172.1 port 40635,11,4,5,3,1,3,344099.0
171056740,sshd,8946,1,Failed password for admin from 61.177.172.1 port 36942,11,4,30,3,1,3,344124.0
171056740,sshd,8945,1,Failed password for root from 61.177.172.1 port 33861,11,5,5,3,1,3,344159.0
171056740,sshd,8947,1,Failed password for test from 61.177.172.1 port 54621,11,5,20,3,1,3,344174.0
171056740,sshd,8957,1,Failed password for oracle from 61.177.172.1 port 58581,11,5,23,3,1,3,344177.0
171056740,sshd,8956,1,Failed password for root from 61.177.172.1 port 43967,11,5,30,3,1,3,344184.0
171056740,sshd,8959,1,Failed password for guest from 61.177.172.1 port 52565,11,5,34,3,1,3,344188.0
171056740,sshd,8958,1,Failed password for user123 from 61.177.172.1 port 40395,11,5,35,3,1,3,344189.0
171056740,sshd,8954,1,Failed password for guest from 61.177.172.1 port 55003,11,5,37,3,1,3,344191.0
171056740,sshd,8941,1,Failed password for admin from 61.177.172.1 port 44128,11,5,45,3,1,3,344199.0
172823800,systemd,8501,0,Started Log rotation,11,10,49,3,1,3,344503.0
3439435287861071516,systemd,4561,0,Started Log rotation,11,19,34,3,1,3,345028.0
171056740,sudo,8287,0,developer : TTY=pts/1 ; COMMAND=/usr/bin/sudo -l,11,22,37,3,1,3,345211.0
171056740,sudo,4640,0,ci-cd : TTY=pts/0 ; COMMAND=docker ps,11,23,36,3,1,3,345270.0
171056740,cron,8610,0,Started Daily backup,11,25,2,3,1,3,345356.0
-5853922760334480549,sudo,3691,0,deploy : TTY=pts/1 ; COMMAND=docker ps,11,32,30,3,1,3,345804.0
171056740,cron,6305,0,Started System maintenance,11,33,51,3,1,3,345885.0
-5853922760334480549,sudo,8062,0,developer : TTY=pts/0 ; COMMAND=cat /var/log/syslog,11,40,14,3,1,3,346268.0
172823800,sudo,1955,0,admin : TTY=pts/1 ; COMMAND=git pull,11,47,28,3,1,3,346702.0
-5853922760334480549,sudo,8511,0,ubuntu : TTY=pts/1 ; COMMAND=cat /var/log/syslog,11,48,26,3,1,3,346760.0
-5853922760334480549,sshd,4112,0,Accepted publickey for admin from 172.16.0.25,11,53,57,3,1,3,347091.0
-5853922760334480549,sshd,3670,0,Accepted publickey for backup from 172.16.0.25,11,55,14,3,1,3,347168.0
3439435287861071516,sshd,1086,0,Accepted publickey for ubuntu from 192.168.1.100,11,57,34,3,1,3,347308.0
171056740,systemd,5711,0,Started System maintenance,12,0,5,3,1,3,347459.0
-5853922760334480549,cron,5937,0,Started System maintenance,12,10,15,3,1,3,348069.0
172823800,cron,6597,0,Started Daily backup,12,16,5,3,1,3,348419.0
172823800,pure-ftpd,2441,0,"Connection from 85.245.107.41, user backup, command RETR file.txt",12,26,8,3,1,3,349022.0
171056740,systemd,5485,0,Started Log rotation,12,26,22,3,1,3,349036.0
-5853922760334480549,systemd,7417,0,Started Log rotation,12,31,11,3,1,3,349325.0
171056740,vsftpd,2281,0,"Connection from 85.245.107.41, user web_upload, command STOR backup.zip",12,47,47,3,1,3,350321.0
3439435287861071516,cron,6386,0,Started System maintenance,12,50,45,3,1,3,350499.0
-5853922760334480549,cron,9754,0,Started Log rotation,13,8,24,3,1,3,351558.0
-5853922760334480549,service,8644,0,Started redis service,13,9,25,3,1,3,351619.0
3439435287861071516,systemd,9579,0,Started Log rotation,13,11,3,3,1,3,351717.0
172823800,systemd,1045,0,Started Log rotation,13,13,24,3,1,3,351858.0
172823800,sudo,9351,0,ci-cd : TTY=pts/1 ; COMMAND=apt update,13,20,28,3,1,3,352282.0
172823800,cron,1712,0,Started Log rotation,13,26,4,3,1,3,352618.0
172823800,sudo,2251,0,backup : TTY=pts/2 ; COMMAND=systemctl restart nginx,13,35,11,3,1,3,353165.0
-5853922760334480549,sudo,9109,0,deploy : TTY=pts/2 ; COMMAND=/usr/bin/sudo -l,13,51,56,3,1,3,354170.0
172823800,service,9020,0,Started redis service,14,6,45,3,1,3,355059.0
-5853922760334480549,cron,2406,0,Started System maintenance,14,15,33,3,1,3,355587.0
171056740,service,1563,0,Started nginx service,14,16,14,3,1,3,355628.0
171056740,systemd,9281,0,Started Daily backup,14,42,6,3,1,3,357180.0
172823800,service,6878,0,Started nginx service,14,51,58,3,1,3,357772.0
3439435287861071516,sudo,2028,0,backup : TTY=pts/1 ; COMMAND=cat /var/log/syslog,14,53,1,3,1,3,357835.0
3439435287861071516,systemd,3367,0,Started Daily backup,15,6,1,3,1,3,358615.0
-5853922760334480549,cron,4175,0,Started Log rotation,15,10,5,3,1,3,358859.0
-5853922760334480549,sudo,2400,0,ci-cd : TTY=pts/0 ; COMMAND=docker ps,15,13,14,3,1,3,359048.0
3439435287861071516,systemd,6350,0,Started System maintenance,15,17,28,3,1,3,359302.0
172823800,service,2817,0,Started docker service,15,20,56,3,1,3,359510.0
-5853922760334480549,sudo,3572,0,ubuntu : TTY=pts/0 ; COMMAND=apt update,15,44,49,3,1,3,360943.0
3439435287861071516,sudo,7021,0,admin : TTY=pts/1 ; COMMAND=apt update,15,47,33,3,1,3,361107.0
172823800,service,4660,0,Started docker service,15,50,11,3,1,3,361265.0
172823800,service,6858,0,Started docker service,16,10,22,3,1,3,362476.0
-5853922760334480549,service,8940,0,Started redis service,16,16,40,3,1,3,362854.0
172823800,sudo,9613,0,ubuntu : TTY=pts/0 ; COMMAND=git pull,16,21,37,3,1,3,363151.0
171056740,service,7222,0,Started docker service,16,30,14,3,1,3,363668.0
-5853922760334480549,service,2209,0,Started postgres service,16,30,30,3,1,3,363684.0
3439435287861071516,systemd,3895,0,Started System maintenance,16,41,12,3,1,3,364326.0
3439435287861071516,systemd,9562,0,Started Daily backup,17,1,9,3,1,3,365523.0
3439435287861071516,vsftpd,2421,0,"Connection from 10.0.0.50, user ftp_user, command CWD /uploads",17,19,58,3,1,3,366652.0
-5853922760334480549,cron,7332,0,Started System maintenance,17,25,42,3,1,3,366996.0
172823800,sshd,3473,0,Accepted publickey for ubuntu from 172.16.0.25,17,25,59,3,1,3,367013.0
171056740,cron,6840,0,Started Daily backup,17,28,27,3,1,3,367161.0
171056740,service,8494,0,Started mysql service,17,33,58,3,1,3,367492.0
172823800,cron,2681,0,Started Log rotation,17,40,5,3,1,3,367859.0
3439435287861071516,proftpd,2618,0,"Connection from 172.16.0.25, user web_upload, command LIST",17,40,9,3,1,3,367863.0
172823800,service,3346,0,Started nginx service,17,58,4,3,1,3,368938.0
-5853922760334480549,cron,6759,0,Started Daily backup,18,1,58,3,1,3,369172.0
-5853922760334480549,service,8715,0,Started cron service,18,41,43,3,1,3,371557.0
3439435287861071516,sshd,4508,0,Accepted publickey for developer from 10.0.0.50,19,13,41,3,1,3,373475.0
3439435287861071516,sshd,1119,0,Accepted publickey for developer from 172.16.0.25,19,22,17,3,1,3,373991.0
171056740,sshd,5193,1,Invalid user test from 218.188.2.4,19,36,42,3,1,3,374856.0
171056740,sshd,5192,1,Invalid user test from 218.188.2.4,19,36,46,3,1,3,374860.0
171056740,sshd,5191,1,Invalid user test from 218.188.2.4,19,36,47,3,1,3,374861.0
171056740,sshd,5190,1,Invalid user guest from 218.188.2.4,19,36,48,3,1,3,374862.0
171056740,sshd,5211,1,Failed password for test from 218.188.2.4 port 38921,19,37,31,3,1,3,374905.0
171056740,sshd,5194,1,Failed password for guest from 218.188.2.4 port 40002,19,37,54,3,1,3,374928.0
171056740,sshd,5199,1,Failed password for admin from 218.188.2.4 port 52523,19,38,28,3,1,3,374962.0
171056740,sshd,5202,1,Failed password for guest from 218.188.2.4 port 41056,19,38,45,3,1,3,374979.0
171056740,sshd,5201,1,Failed password for user123 from 218.188.2.4 port 51845,19,39,32,3,1,3,375026.0
171056740,sshd,5197,1,Failed password for user123 from 218.188.2.4 port 52814,19,39,34,3,1,3,375028.0
171056740,sshd,5203,1,Failed password for test from 218.188.2.4 port 30576,19,39,42,3,1,3,375036.0
171056740,sshd,5208,1,Failed password for admin from 218.188.2.4 port 41967,19,39,55,3,1,3,375049.0
171056740,sshd,5196,1,Failed password for user123 from 218.188.2.4 port 50737,19,39,56,3,1,3,375050.0
171056740,sshd,5205,1,Failed password for root from 218.188.2.4 port 55397,19,39,58,3,1,3,375052.0
171056740,sshd,5207,1,Failed password for test from 218.188.2.4 port 31576,19,40,14,3,1,3,375068.0
171056740,sshd,5210,1,Failed password for test from 218.188.2.4 port 57740,19,40,17,3,1,3,375071.0
171056740,sshd,5204,1,Failed password for user123 from 218.188.2.4 port 56431,19,40,28,3,1,3,375082.0
171056740,sshd,5209,1,Failed password for user123 from 218.188.2.4 port 39156,19,40,43,3,1,3,375097.0
171056740,sshd,5200,1,Failed password for guest from 218.188.2.4 port 40453,19,40,46,3,1,3,375100.0
171056740,sshd,5198,1,Failed password for root from 218.188.2.4 port 43980,19,40,47,3,1,3,375101.0
171056740,sshd,5195,1,Failed password for test from 218.188.2.4 port 34889,19,40,58,3,1,3,375112.0
171056740,sshd,5206,1,Failed password for user123 from 218.188.2.4 port 32048,19,41,6,3,1,3,375120.0
-5853922760334480549,sudo,5344,0,ci-cd : TTY=pts/1 ; COMMAND=cd /var/www,19,45,33,3,1,3,375387.0
-5853922760334480549,systemd,7940,0,Started Daily backup,19,57,32,3,1,3,376106.0
-5853922760334480549,sudo,6558,0,ci-cd : TTY=pts/2 ; COMMAND=/usr/bin/sudo -l,20,1,11,3,1,3,376325.0
-5853922760334480549,systemd,8711,0,Started Log rotation,20,33,46,3,1,3,378280.0
3439435287861071516,cron,8816,0,Started Daily backup,20,36,47,3,1,3,378461.0
171056740,sshd,8553,0,Accepted publickey for ubuntu from 10.0.0.50,21,9,53,3,1,3,380447.0
-5853922760334480549,sudo,9091,0,backup : TTY=pts/1 ; COMMAND=systemctl restart nginx,21,24,2,3,1,3,381296.0
172823800,cron,1539,0,Started Daily backup,21,26,51,3,1,3,381465.0
3439435287861071516,sudo,1276,0,admin : TTY=pts/1 ; COMMAND=systemctl restart nginx,21,34,24,3,1,3,381918.0
171056740,systemd,7497,0,Started System maintenance,22,7,50,3,1,3,383924.0
171056740,sshd,4931,0,Accepted publickey for backup from 10.0.0.50,22,10,36,3,1,3,384090.0
171056740,sshd,4787,0,Accepted publickey for backup from 192.168.1.100,22,21,55,3,1,3,384769.0
-5853922760334480549,systemd,5627,0,Started Daily backup,22,40,21,3,1,3,385875.0
171056740,cron,2843,0,Started Daily backup,22,41,50,3,1,3,385964.0
171056740,sshd,4250,0,Accepted publickey for deploy from 85.245.107.41,22,44,18,3,1,3,386112.0
3439435287861071516,sudo,7160,0,admin : TTY=pts/2 ; COMMAND=git pull,23,0,35,3,1,3,387089.0
3439435287861071516,sudo,3646,0,deploy : TTY=pts/1 ; COMMAND=/usr/bin/sudo -l,23,8,31,3,1,3,387565.0
171056740,systemd,2044,0,Started Log rotation,23,9,42,3,1,3,387636.0
3439435287861071516,sudo,4470,0,ci-cd : TTY=pts/0 ; COMMAND=docker ps,23,20,10,3,1,3,388264.0
171056740,service,1650,0,Started nginx service,23,37,10,3,1,3,389284.0
3439435287861071516,sudo,6806,0,ubuntu : TTY=pts/2 ; COMMAND=/usr/bin/sudo -l,23,37,34,3,1,3,389308.0
3439435287861071516,cron,2926,0,Started Log rotation,23,46,34,3,1,3,389848.0
3439435287861071516,sudo,9949,0,admin : TTY=pts/1 ; COMMAND=docker ps,0,0,24,4,2,3,390678.0
3439435287861071516,proftpd,9518,0,"Connection from 192.168.1.100, user web_upload, command CWD /uploads",0,4,10,4,2,3,390904.0
171056740,sshd,4305,0,Failed password for deploy from 10.0.0.50 port 59695,0,16,8,4,2,3,391622.0
-5853922760334480549,sshd,3305,0,Failed password for backup from 192.168.1.100 port 57672,0,23,47,4,2,3,392081.0
3439435287861071516,sshd,1406,0,Accepted publickey for ci-cd from 192.168.1.100,0,30,31,4,2,3,392485.0
172823800,sudo,4954,0,ubuntu : TTY=pts/1 ; COMMAND=cd /var/www,0,44,9,4,2,3,393303.0
3439435287861071516,service,8092,0,Started mysql service,0,46,51,4,2,3,393465.0
3439435287861071516,cron,8467,0,Started Log rotation,0,50,28,4,2,3,393682.0
171056740,systemd,9938,0,Started System maintenance,0,54,20,4,2,3,393914.0
172823800,sudo,2587,0,ci-cd : TTY=pts/1 ; COMMAND=systemctl restart nginx,1,7,26,4,2,3,394700.0
-5853922760334480549,cron,5385,0,Started Daily backup,1,23,35,4,2,3,395669.0
172823800,sshd,4989,0,Accepted publickey for admin from 192.168.1.100,1,48,41,4,2,3,397175.0
172823800,sudo,9080,0,deploy : TTY=pts/1 ; COMMAND=/usr/bin/sudo -l,1,48,47,4,2,3,397181.0
172823800,sudo,4058,0,admin : TTY=pts/0 ; COMMAND=git pull,2,8,8,4,2,3,398342.0
171056740,cron,1914,0,Started Log rotation,2,12,52,4,2,3,398626.0
171056740,systemd,5365,0,Started Log rotation,2,14,27,4,2,3,398721.0
172823800,sudo,4423,0,developer : TTY=pts/2 ; COMMAND=ls -la,2,17,59,4,2,3,398933.0
171056740,service,9745,0,Started nginx service,2,41,4,4,2,3,400318.0
-5853922760334480549,systemd,1892,0,Started System maintenance,2,46,31,4,2,3,400645.0
171056740,cron,3010,0,Started Daily backup,2,49,35,4,2,3,400829.0
3439435287861071516,service,9288,0,Started nginx service,3,8,2,4,2,3,401936.0
3439435287861071516,sudo,7869,0,ci-cd : TTY=pts/1 ; COMMAND=git pull,3,12,43,4,2,3,402217.0
